InvoiceNo,DateKey,CustomerID,ProductKey,CountryKey,Quantity,UnitPrice,Revenue
541223,20110114,17954,2498,1,3,1.65,4.949999999999999
541223,20110114,17954,678,1,4,0.85,3.4
541223,20110114,17954,679,1,4,0.85,3.4
541223,20110114,17954,680,1,4,0.85,3.4
541223,20110114,17954,681,1,4,0.85,3.4
541223,20110114,17954,674,1,3,0.85,2.55
541223,20110114,17954,675,1,3,0.85,2.55
541223,20110114,17954,847,1,12,0.29,3.4799999999999995
541223,20110114,17954,844,1,12,0.29,3.4799999999999995
541223,20110114,17954,3296,1,1,2.55,2.55
541223,20110114,17954,1021,1,1,4.25,4.25
541223,20110114,17954,1022,1,1,4.25,4.25
541223,20110114,17954,1025,1,1,3.75,3.75
541223,20110114,17954,1024,1,1,3.75,3.75
541223,20110114,17954,2845,1,6,2.55,15.299999999999999
541223,20110114,17954,566,1,2,2.55,5.1
541223,20110114,17954,69,1,4,1.25,5.0
541223,20110114,17954,70,1,4,1.25,5.0
541223,20110114,17954,1738,1,2,1.25,2.5
541223,20110114,17954,2517,1,1,1.25,1.25
541223,20110114,17954,405,1,1,2.95,2.95
541223,20110114,17954,433,1,1,2.95,2.95
541223,20110114,17954,355,1,2,0.55,1.1
541223,20110114,17954,1213,1,2,0.55,1.1
541223,20110114,17954,2633,1,3,0.55,1.6500000000000001
541223,20110114,17954,841,1,2,0.55,1.1
541223,20110114,17954,840,1,2,0.55,1.1
541223,20110114,17954,1532,1,1,8.5,8.5
541223,20110114,17954,3288,1,1,3.75,3.75
541223,20110114,17954,3287,1,1,3.75,3.75
541223,20110114,17954,3289,1,1,3.75,3.75
541223,20110114,17954,864,1,12,0.42,5.04
541223,20110114,17954,545,1,12,0.42,5.04
541223,20110114,17954,438,1,2,1.25,2.5
541223,20110114,17954,831,1,2,1.25,2.5
541223,20110114,17954,2630,1,1,1.45,1.45
541223,20110114,17954,1421,1,4,2.55,10.2
541223,20110114,17954,783,1,1,3.75,3.75
541223,20110114,17954,1736,1,1,2.1,2.1
541223,20110114,17954,2516,1,2,1.25,2.5
541223,20110114,17954,2515,1,1,2.1,2.1
541223,20110114,17954,1525,1,1,2.1,2.1
541223,20110114,17954,1526,1,1,2.1,2.1
541223,20110114,17954,1527,1,1,2.1,2.1
541223,20110114,17954,1528,1,1,2.1,2.1
541223,20110114,17954,1139,1,6,1.65,9.899999999999999
541223,20110114,17954,1433,1,2,1.45,2.9
541223,20110114,17954,1429,1,3,1.45,4.35
541223,20110114,17954,684,1,2,2.95,5.9
541223,20110114,17954,3350,1,1,2.95,2.95
541223,20110114,17954,914,1,2,2.95,5.9
541223,20110114,17954,913,1,2,2.95,5.9
541223,20110114,17954,1684,1,2,2.95,5.9
541223,20110114,17954,915,1,2,2.95,5.9
541223,20110114,17954,967,1,2,4.95,9.9
541224,20110114,12474,237,5,10,1.25,12.5
541224,20110114,12474,808,5,12,1.25,15.0
541224,20110114,12474,1134,5,6,2.95,17.700000000000003
541224,20110114,12474,1136,5,12,2.95,35.400000000000006
541224,20110114,12474,1420,5,4,8.5,34.0
541224,20110114,12474,1449,5,5,2.95,14.75
541224,20110114,12474,1450,5,5,2.95,14.75
541224,20110114,12474,694,5,12,1.25,15.0
541224,20110114,12474,1279,5,1,9.95,9.95
541224,20110114,12474,967,5,3,4.95,14.850000000000001
541224,20110114,12474,3665,5,1,18.0,18.0
541225,20110114,14099,2793,1,2,5.95,11.9
541225,20110114,14099,2794,1,2,5.95,11.9
541225,20110114,14099,73,1,2,5.95,11.9
541225,20110114,14099,3292,1,3,5.95,17.85
541225,20110114,14099,3291,1,1,5.95,5.95
541225,20110114,14099,2982,1,1,5.45,5.45
541225,20110114,14099,533,1,4,4.95,19.8
541225,20110114,14099,1613,1,1,4.65,4.65
541225,20110114,14099,1120,1,2,2.95,5.9
541225,20110114,14099,2488,1,12,2.1,25.200000000000003
541225,20110114,14099,2992,1,12,0.85,10.2
541225,20110114,14099,847,1,48,0.29,13.919999999999998
541225,20110114,14099,2498,1,13,1.65,21.45
541225,20110114,14099,553,1,1,7.95,7.95
541225,20110114,14099,1665,1,1,4.25,4.25
541225,20110114,14099,3390,1,12,1.25,15.0
541225,20110114,14099,438,1,11,1.25,13.75
541225,20110114,14099,831,1,12,1.25,15.0
541225,20110114,14099,2640,1,6,2.1,12.600000000000001
541226,20110114,15854,2793,1,12,5.95,71.4
541226,20110114,15854,2794,1,6,5.95,35.7
541226,20110114,15854,73,1,6,5.95,35.7
541226,20110114,15854,3292,1,6,5.95,35.7
541226,20110114,15854,3291,1,6,5.95,35.7
541227,20110114,16839,1447,1,24,2.55,61.199999999999996
541227,20110114,16839,1186,1,10,1.65,16.5
541227,20110114,16839,104,1,10,1.65,16.5
541227,20110114,16839,1039,1,12,8.5,102.0
541227,20110114,16839,1040,1,12,8.5,102.0
541227,20110114,16839,557,1,12,4.25,51.0
541228,20110114,15290,2517,1,12,1.25,15.0
541228,20110114,15290,2516,1,24,1.25,30.0
541236,20110114,17961,288,1,1,3.35,3.35
541238,20110116,16746,292,1,1,6.75,6.75
541238,20110116,16746,1730,1,1,2.95,2.95
541238,20110116,16746,1538,1,1,1.25,1.25
541238,20110116,16746,110,1,2,7.95,15.9
541238,20110116,16746,1503,1,1,3.95,3.95
541238,20110116,16746,1535,1,6,0.85,5.1
541238,20110116,16746,1473,1,1,7.95,7.95
541238,20110116,16746,2417,1,1,7.95,7.95
541238,20110116,16746,2794,1,1,5.95,5.95
541238,20110116,16746,2793,1,2,5.95,11.9
541238,20110116,16746,1181,1,10,2.1,21.0
541238,20110116,16746,1182,1,10,2.1,21.0
541238,20110116,16746,1183,1,10,2.1,21.0
541238,20110116,16746,1001,1,2,6.75,13.5
541238,20110116,16746,1261,1,4,6.75,27.0
541238,20110116,16746,711,1,1,14.95,14.95
541238,20110116,16746,645,1,4,4.95,19.8
541238,20110116,16746,1246,1,1,3.35,3.35
541238,20110116,16746,1245,1,1,3.35,3.35
541238,20110116,16746,1247,1,1,3.35,3.35
541238,20110116,16746,1695,1,6,0.85,5.1
541238,20110116,16746,1696,1,6,0.85,5.1
541238,20110116,16746,2465,1,12,0.85,10.2
541238,20110116,16746,1134,1,2,2.95,5.9
541238,20110116,16746,1559,1,6,4.25,25.5
541238,20110116,16746,1412,1,1,4.95,4.95
541238,20110116,16746,444,1,1,12.75,12.75
541238,20110116,16746,1704,1,1,2.55,2.55
541238,20110116,16746,1710,1,1,2.55,2.55
541238,20110116,16746,1405,1,10,1.45,14.5
541238,20110116,16746,1136,1,2,2.95,5.9
541238,20110116,16746,1613,1,2,4.65,9.3
541238,20110116,16746,1740,1,2,9.95,19.9
541238,20110116,16746,1219,1,3,12.75,38.25
541239,20110116,16401,1343,1,24,1.65,39.599999999999994
541239,20110116,16401,1340,1,24,1.65,39.599999999999994
541239,20110116,16401,272,1,8,0.85,6.8
541239,20110116,16401,848,1,60,0.29,17.4
541239,20110116,16401,437,1,1,1.25,1.25
541239,20110116,16401,1136,1,1,2.95,2.95
541239,20110116,16401,101,1,90,1.65,148.5
541239,20110116,16401,70,1,36,1.25,45.0
541239,20110116,16401,580,1,5,1.65,8.25
541239,20110116,16401,1153,1,30,0.21,6.3
541239,20110116,16401,585,1,5,1.25,6.25
541239,20110116,16401,569,1,4,2.55,10.2
541239,20110116,16401,1134,1,4,2.95,11.8
541239,20110116,16401,1019,1,200,0.72,144.0
541240,20110116,16206,1262,1,15,1.65,24.75
541240,20110116,16206,1263,1,24,2.95,70.80000000000001
541240,20110116,16206,1666,1,6,1.25,7.5
541240,20110116,16206,839,1,1,0.55,0.55
541240,20110116,16206,355,1,1,0.55,0.55
541240,20110116,16206,1213,1,1,0.55,0.55
541240,20110116,16206,2516,1,1,1.25,1.25
541240,20110116,16206,2633,1,1,0.55,0.55
541240,20110116,16206,449,1,1,2.55,2.55
541240,20110116,16206,450,1,1,2.55,2.55
541240,20110116,16206,964,1,2,1.65,3.3
541240,20110116,16206,1674,1,1,2.95,2.95
541240,20110116,16206,440,1,1,1.25,1.25
541240,20110116,16206,438,1,3,1.25,3.75
541240,20110116,16206,437,1,3,1.25,3.75
541240,20110116,16206,964,1,1,1.65,1.65
541240,20110116,16206,1231,1,2,1.25,2.5
541240,20110116,16206,1729,1,1,2.1,2.1
541240,20110116,16206,3363,1,3,1.25,3.75
541240,20110116,16206,3362,1,3,1.25,3.75
541240,20110116,16206,3361,1,3,1.25,3.75
541240,20110116,16206,3360,1,3,1.25,3.75
541240,20110116,16206,2498,1,1,1.65,1.65
541240,20110116,16206,572,1,2,2.95,5.9
541240,20110116,16206,573,1,2,2.95,5.9
541241,20110116,13782,3120,1,1,1.49,1.49
541241,20110116,13782,1079,1,2,1.25,2.5
541241,20110116,13782,466,1,4,0.85,3.4
541241,20110116,13782,468,1,4,0.85,3.4
541241,20110116,13782,2603,1,4,1.69,6.76
541241,20110116,13782,1106,1,2,1.25,2.5
541241,20110116,13782,2361,1,4,1.25,5.0
541241,20110116,13782,1105,1,2,1.65,3.3
541241,20110116,13782,1038,1,2,0.85,1.7
541241,20110116,13782,1044,1,4,0.65,2.6
541241,20110116,13782,1143,1,2,0.65,1.3
541241,20110116,13782,484,1,1,4.25,4.25
541241,20110116,13782,1298,1,1,3.75,3.75
541241,20110116,13782,3394,1,2,2.95,5.9
541241,20110116,13782,3142,1,32,0.42,13.44
541241,20110116,13782,3115,1,2,3.25,6.5
541241,20110116,13782,177,1,2,1.25,2.5
541241,20110116,13782,178,1,2,1.25,2.5
541241,20110116,13782,1043,1,2,2.95,5.9
541241,20110116,13782,328,1,4,2.1,8.4
541241,20110116,13782,2634,1,1,2.95,2.95
541241,20110116,13782,1581,1,2,2.95,5.9
541241,20110116,13782,3243,1,4,3.95,15.8
541241,20110116,13782,1504,1,1,3.95,3.95
541241,20110116,13782,3350,1,2,2.95,5.9
541241,20110116,13782,1686,1,1,4.95,4.95
541241,20110116,13782,1687,1,1,4.95,4.95
541241,20110116,13782,1685,1,1,4.95,4.95
541241,20110116,13782,1374,1,4,2.55,10.2
541241,20110116,13782,3077,1,1,2.95,2.95
541241,20110116,13782,2478,1,1,2.55,2.55
541241,20110116,13782,1599,1,2,5.95,11.9
541241,20110116,13782,1015,1,1,8.5,8.5
541241,20110116,13782,1014,1,1,8.5,8.5
541241,20110116,13782,1063,1,4,1.25,5.0
541241,20110116,13782,684,1,2,2.95,5.9
541242,20110116,12924,1558,1,1,3.95,3.95
541242,20110116,12924,1578,1,16,3.39,54.24
541243,20110116,16593,3325,1,48,1.45,69.6
541244,20110116,15535,2991,1,1,7.95,7.95
541244,20110116,15535,834,1,1,7.95,7.95
541244,20110116,15535,2412,1,1,7.95,7.95
541244,20110116,15535,2411,1,1,7.95,7.95
541244,20110116,15535,2418,1,1,7.95,7.95
541244,20110116,15535,2413,1,1,7.95,7.95
541244,20110116,15535,597,1,1,9.95,9.95
541244,20110116,15535,1297,1,1,4.95,4.95
541244,20110116,15535,1296,1,1,4.95,4.95
541244,20110116,15535,1256,1,2,12.75,25.5
541244,20110116,15535,1431,1,4,1.45,5.8
541244,20110116,15535,3324,1,6,4.25,25.5
541244,20110116,15535,1219,1,2,12.75,25.5
541244,20110116,15535,322,1,1,1.95,1.95
541244,20110116,15535,330,1,1,2.1,2.1
541244,20110116,15535,799,1,1,2.1,2.1
541244,20110116,15535,2491,1,1,2.1,2.1
541244,20110116,15535,2490,1,1,2.1,2.1
541244,20110116,15535,2676,1,1,2.55,2.55
541244,20110116,15535,2484,1,1,2.1,2.1
541244,20110116,15535,2677,1,1,2.1,2.1
541244,20110116,15535,2489,1,1,2.1,2.1
541244,20110116,15535,2488,1,1,2.1,2.1
541244,20110116,15535,328,1,1,2.1,2.1
541244,20110116,15535,946,1,1,2.95,2.95
541244,20110116,15535,947,1,1,2.95,2.95
541244,20110116,15535,324,1,1,1.69,1.69
541244,20110116,15535,3086,1,1,4.25,4.25
541244,20110116,15535,943,1,1,3.75,3.75
541244,20110116,15535,943,1,2,3.75,7.5
541244,20110116,15535,3014,1,1,2.1,2.1
541244,20110116,15535,3016,1,2,2.1,4.2
541244,20110116,15535,3015,1,2,2.1,4.2
541244,20110116,15535,3394,1,24,1.25,30.0
541246,20110116,15535,3324,1,12,1.85,22.200000000000003
541247,20110116,12989,2447,1,648,1.25,810.0
541248,20110116,12748,1284,1,1,1.65,1.65
541248,20110116,12748,42,1,1,0.42,0.42
541248,20110116,12748,750,1,1,1.65,1.65
541248,20110116,12748,1347,1,1,1.65,1.65
541248,20110116,12748,1,1,1,0.85,0.85
541248,20110116,12748,3178,1,1,0.65,0.65
541249,20110116,13700,848,1,12,0.29,3.4799999999999995
541249,20110116,13700,847,1,1,0.29,0.29
541249,20110116,13700,1400,1,24,0.29,6.959999999999999
541249,20110116,13700,328,1,2,2.1,4.2
541249,20110116,13700,1674,1,1,2.95,2.95
541249,20110116,13700,1991,1,25,0.42,10.5
541249,20110116,13700,1994,1,25,0.42,10.5
541249,20110116,13700,1491,1,25,0.42,10.5
541249,20110116,13700,1757,1,25,0.42,10.5
541249,20110116,13700,217,1,3,1.25,3.75
541249,20110116,13700,1442,1,10,0.85,8.5
541249,20110116,13700,330,1,2,2.1,4.2
541249,20110116,13700,1161,1,10,0.85,8.5
541249,20110116,13700,769,1,6,1.25,7.5
541249,20110116,13700,768,1,6,1.25,7.5
541249,20110116,13700,245,1,1,0.95,0.95
541249,20110116,13700,1532,1,1,8.5,8.5
541250,20110116,13700,862,1,12,0.42,5.04
541250,20110116,13700,1494,1,12,0.42,5.04
541250,20110116,13700,549,1,12,0.42,5.04
541250,20110116,13700,544,1,12,0.42,5.04
541250,20110116,13700,550,1,12,0.42,5.04
541250,20110116,13700,548,1,12,0.42,5.04
541251,20110116,15046,1257,1,6,1.65,9.899999999999999
541251,20110116,15046,1097,1,12,1.65,19.799999999999997
541251,20110116,15046,1096,1,12,1.65,19.799999999999997
541251,20110116,15046,1095,1,24,1.65,39.599999999999994
541251,20110116,15046,1094,1,12,1.65,19.799999999999997
541251,20110116,15046,1262,1,5,1.65,8.25
541251,20110116,15046,245,1,2,0.95,1.9
541251,20110116,15046,431,1,8,9.95,79.6
541251,20110116,15046,1607,1,2,10.0,20.0
541252,20110116,13064,1279,1,2,9.95,19.9
541252,20110116,13064,3037,1,6,1.65,9.899999999999999
541252,20110116,13064,3350,1,20,2.95,59.0
541252,20110116,13064,2479,1,4,5.95,23.8
541252,20110116,13064,3037,1,3,1.65,4.949999999999999
541252,20110116,13064,1546,1,4,2.95,11.8
541252,20110116,13064,3030,1,6,4.25,25.5
541252,20110116,13064,3034,1,6,4.25,25.5
541252,20110116,13064,157,1,9,2.55,22.95
541253,20110116,17841,2498,1,1,1.65,1.65
541253,20110116,17841,3091,1,1,39.95,39.95
541253,20110116,17841,3224,1,1,1.69,1.69
541253,20110116,17841,711,1,1,14.95,14.95
541253,20110116,17841,2402,1,6,0.42,2.52
541253,20110116,17841,1742,1,1,2.55,2.55
541253,20110116,17841,1032,1,1,2.1,2.1
541253,20110116,17841,205,1,1,1.25,1.25
541253,20110116,17841,823,1,2,1.65,3.3
541253,20110116,17841,1734,1,2,0.85,1.7
541253,20110116,17841,1710,1,1,2.55,2.55
541253,20110116,17841,3345,1,2,1.95,3.9
541253,20110116,17841,942,1,1,4.95,4.95
541253,20110116,17841,107,1,1,0.85,0.85
541253,20110116,17841,1506,1,1,3.75,3.75
541253,20110116,17841,1461,1,1,1.25,1.25
541253,20110116,17841,1457,1,2,1.25,2.5
541253,20110116,17841,1435,1,3,1.65,4.949999999999999
541253,20110116,17841,1534,1,1,0.85,0.85
541253,20110116,17841,684,1,2,2.95,5.9
541253,20110116,17841,1732,1,1,4.25,4.25
541253,20110116,17841,1704,1,1,2.55,2.55
541253,20110116,17841,1703,1,1,2.55,2.55
541253,20110116,17841,64,1,24,0.12,2.88
541253,20110116,17841,1733,1,2,1.45,2.9
541253,20110116,17841,1535,1,1,0.85,0.85
541253,20110116,17841,1260,1,4,2.55,10.2
541253,20110116,17841,2470,1,30,4.25,127.5
541253,20110116,17841,632,1,5,1.25,6.25
541253,20110116,17841,271,1,1,0.85,0.85
541253,20110116,17841,3136,1,1,0.85,0.85
541253,20110116,17841,1680,1,1,0.85,0.85
541253,20110116,17841,1263,1,1,2.95,2.95
541253,20110116,17841,2799,1,1,3.75,3.75
541253,20110116,17841,1627,1,1,4.25,4.25
541255,20110116,17841,1637,1,1,4.25,4.25
541256,20110116,13048,1010,1,2,3.95,7.9
541256,20110116,13048,1011,1,6,3.95,23.700000000000003
541256,20110116,13048,559,1,3,2.55,7.6499999999999995
541256,20110116,13048,1421,1,2,2.55,5.1
541256,20110116,13048,557,1,3,4.95,14.850000000000001
541256,20110116,13048,556,1,2,2.55,5.1
541256,20110116,13048,1045,1,12,0.85,10.2
541256,20110116,13048,1046,1,12,0.85,10.2
541256,20110116,13048,1252,1,6,2.95,17.700000000000003
541256,20110116,13048,1154,1,6,0.85,5.1
541256,20110116,13048,465,1,20,0.65,13.0
541256,20110116,13048,1060,1,12,0.85,10.2
541256,20110116,13048,1058,1,2,0.85,1.7
541256,20110116,13048,1058,1,10,0.85,8.5
541256,20110116,13048,510,1,12,0.85,10.2
541256,20110116,13048,507,1,6,1.65,9.899999999999999
541256,20110116,13048,847,1,24,0.29,6.959999999999999
541256,20110116,13048,818,1,10,1.95,19.5
541256,20110116,13048,3344,1,10,1.95,19.5
541256,20110116,13048,3278,1,12,0.85,10.2
541256,20110116,13048,964,1,6,1.65,9.899999999999999
541256,20110116,13048,959,1,3,1.95,5.85
541256,20110116,13048,960,1,24,0.85,20.4
541256,20110116,13048,1188,1,10,1.95,19.5
541256,20110116,13048,3345,1,10,1.95,19.5
541256,20110116,13048,97,1,10,1.25,12.5
541256,20110116,13048,100,1,10,0.85,8.5
541256,20110116,13048,2633,1,6,0.55,3.3000000000000003
541256,20110116,13048,1510,1,2,3.75,7.5
541256,20110116,13048,1507,1,2,3.75,7.5
541256,20110116,13048,1506,1,2,3.75,7.5
541256,20110116,13048,1161,1,10,0.85,8.5
541256,20110116,13048,1184,1,10,1.65,16.5
541256,20110116,13048,104,1,10,1.65,16.5
541256,20110116,13048,1162,1,10,0.85,8.5
541256,20110116,13048,101,1,10,1.65,16.5
541256,20110116,13048,1185,1,10,1.65,16.5
541256,20110116,13048,1186,1,10,1.65,16.5
541256,20110116,13048,819,1,10,1.95,19.5
541256,20110116,13048,94,1,10,1.95,19.5
541258,20110116,13634,272,1,2,0.85,1.7
541258,20110116,13634,1743,1,3,2.55,7.6499999999999995
541258,20110116,13634,1758,1,25,0.42,10.5
541258,20110116,13634,2419,1,4,7.95,31.8
541258,20110116,13634,2414,1,2,7.95,15.9
541258,20110116,13634,3345,1,4,1.95,7.8
541258,20110116,13634,533,1,1,4.95,4.95
541258,20110116,13634,1262,1,4,1.65,6.6
541258,20110116,13634,1263,1,6,2.95,17.700000000000003
541258,20110116,13634,533,1,2,4.95,9.9
541258,20110116,13634,3359,1,2,1.65,3.3
541258,20110116,13634,3085,1,2,3.75,7.5
541258,20110116,13634,943,1,3,3.75,11.25
541258,20110116,13634,2961,1,3,3.75,11.25
541258,20110116,13634,3359,1,4,1.65,6.6
541258,20110116,13634,2435,1,3,0.95,2.8499999999999996
541258,20110116,13634,1581,1,3,2.95,8.850000000000001
541258,20110116,13634,684,1,3,2.95,8.850000000000001
541258,20110116,13634,3415,1,3,4.95,14.850000000000001
541258,20110116,13634,1010,1,4,3.95,15.8
541258,20110116,13634,1708,1,1,3.25,3.25
541258,20110116,13634,1706,1,1,2.95,2.95
541258,20110116,13634,1733,1,1,1.45,1.45
541258,20110116,13634,1599,1,2,5.95,11.9
541258,20110116,13634,3336,1,3,1.25,3.75
541258,20110116,13634,3334,1,3,1.25,3.75
541258,20110116,13634,1219,1,1,12.75,12.75
541258,20110116,13634,1674,1,2,2.95,5.9
541258,20110116,13634,438,1,4,1.25,5.0
541258,20110116,13634,1687,1,1,4.95,4.95
541258,20110116,13634,1686,1,1,4.95,4.95
541258,20110116,13634,1685,1,1,4.95,4.95
541258,20110116,13634,1572,1,3,6.75,20.25
541258,20110116,13634,2479,1,2,5.95,11.9
541258,20110116,13634,2481,1,2,7.95,15.9
541258,20110116,13634,1760,1,12,1.25,15.0
541259,20110116,14404,103,1,10,1.65,16.5
541259,20110116,14404,1443,1,10,1.65,16.5
541259,20110116,14404,1177,1,1,4.25,4.25
541259,20110116,14404,1174,1,1,4.25,4.25
541259,20110116,14404,2415,1,1,7.95,7.95
541259,20110116,14404,101,1,10,1.65,16.5
541259,20110116,14404,1219,1,3,12.75,38.25
541259,20110116,14404,834,1,1,7.95,7.95
541259,20110116,14404,102,1,10,1.65,16.5
541259,20110116,14404,2498,1,8,1.65,13.2
541259,20110116,14404,2516,1,1,1.25,1.25
541259,20110116,14404,1178,1,1,4.25,4.25
541259,20110116,14404,1176,1,2,4.25,8.5
541259,20110116,14404,1186,1,10,1.65,16.5
541259,20110116,14404,2516,1,2,1.25,2.5
541259,20110116,14404,605,1,12,3.95,47.400000000000006
541259,20110116,14404,1269,1,8,4.95,39.6
541260,20110116,16059,1680,1,1,0.85,0.85
541260,20110116,16059,1689,1,4,0.65,2.6
541260,20110116,16059,1693,1,4,0.65,2.6
541260,20110116,16059,1690,1,4,0.65,2.6
541260,20110116,16059,1692,1,4,0.65,2.6
541260,20110116,16059,1691,1,4,0.65,2.6
541260,20110116,16059,1739,1,1,2.95,2.95
541260,20110116,16059,1730,1,1,2.95,2.95
541260,20110116,16059,1052,1,4,1.25,5.0
541260,20110116,16059,902,1,1,3.75,3.75
541260,20110116,16059,1707,1,3,2.95,8.850000000000001
541260,20110116,16059,2659,1,2,1.25,2.5
541260,20110116,16059,1501,1,2,4.95,9.9
541260,20110116,16059,1262,1,6,1.65,9.899999999999999
541260,20110116,16059,1263,1,2,2.95,5.9
541260,20110116,16059,1599,1,1,5.95,5.95
541260,20110116,16059,1734,1,1,0.85,0.85
541260,20110116,16059,1735,1,1,0.85,0.85
541260,20110116,16059,908,1,1,2.1,2.1
541260,20110116,16059,2515,1,3,2.1,6.300000000000001
541260,20110116,16059,1546,1,2,2.95,5.9
541260,20110116,16059,1680,1,2,0.85,1.7
541260,20110116,16059,1733,1,7,1.45,10.15
541260,20110116,16059,908,1,2,2.1,4.2
541260,20110116,16059,559,1,2,2.55,5.1
541260,20110116,16059,1503,1,2,3.95,7.9
541260,20110116,16059,422,1,1,2.95,2.95
541260,20110116,16059,1447,1,2,2.95,5.9
541260,20110116,16059,193,1,2,2.95,5.9
541260,20110116,16059,1606,1,1,9.95,9.95
541262,20110116,18069,518,1,1,5.95,5.95
541262,20110116,18069,699,1,1,5.95,5.95
541262,20110116,18069,1052,1,2,1.25,2.5
541262,20110116,18069,1539,1,1,1.65,1.65
541262,20110116,18069,463,1,2,1.69,3.38
541262,20110116,18069,2640,1,2,2.1,4.2
541262,20110116,18069,825,1,2,2.95,5.9
541262,20110116,18069,1446,1,1,2.95,2.95
541262,20110116,18069,1448,1,1,2.95,2.95
541262,20110116,18069,3277,1,3,0.95,2.8499999999999996
541262,20110116,18069,3278,1,6,0.85,5.1
541262,20110116,18069,2459,1,1,1.69,1.69
541262,20110116,18069,3126,1,2,3.75,7.5
541262,20110116,18069,1142,1,2,0.65,1.3
541262,20110116,18069,1105,1,2,1.65,3.3
541262,20110116,18069,2596,1,4,1.25,5.0
541262,20110116,18069,986,1,1,2.95,2.95
541262,20110116,18069,669,1,2,1.25,2.5
541262,20110116,18069,1335,1,1,1.25,1.25
541262,20110116,18069,3338,1,2,0.85,1.7
541262,20110116,18069,1,1,6,0.85,5.1
541262,20110116,18069,2486,1,1,0.55,0.55
541262,20110116,18069,2487,1,1,0.55,0.55
541262,20110116,18069,1588,1,1,2.95,2.95
541262,20110116,18069,3016,1,1,2.1,2.1
541262,20110116,18069,3035,1,1,4.25,4.25
541262,20110116,18069,3034,1,1,4.25,4.25
541262,20110116,18069,3036,1,1,4.25,4.25
541262,20110116,18069,1255,1,2,1.25,2.5
541262,20110116,18069,2623,1,6,0.65,3.9000000000000004
541262,20110116,18069,3048,1,4,0.85,3.4
541262,20110116,18069,1535,1,2,0.85,1.7
541262,20110116,18069,1635,1,3,1.65,4.949999999999999
541262,20110116,18069,1568,1,2,1.95,3.9
541262,20110116,18069,2345,1,2,1.25,2.5
541262,20110116,18069,2470,1,6,4.95,29.700000000000003
541262,20110116,18069,869,1,12,0.42,5.04
541262,20110116,18069,1336,1,1,1.45,1.45
541262,20110116,18069,1584,1,1,2.95,2.95
541262,20110116,18069,3407,1,1,1.65,1.65
541262,20110116,18069,856,1,1,1.65,1.65
541262,20110116,18069,3406,1,3,1.65,4.949999999999999
541262,20110116,18069,360,1,10,1.25,12.5
541262,20110116,18069,661,1,2,1.65,3.3
541262,20110116,18069,519,1,1,4.25,4.25
541262,20110116,18069,718,1,2,0.85,1.7
541262,20110116,18069,784,1,1,1.25,1.25
541262,20110116,18069,1231,1,1,1.25,1.25
541262,20110116,18069,1405,1,2,1.45,2.9
541262,20110116,18069,786,1,2,1.25,2.5
541262,20110116,18069,787,1,2,1.25,2.5
541262,20110116,18069,1404,1,2,1.25,2.5
541262,20110116,18069,500,1,1,3.75,3.75
541262,20110116,18069,2649,1,1,5.45,5.45
541262,20110116,18069,974,1,2,1.95,3.9
541262,20110116,18069,2478,1,1,2.55,2.55
541262,20110116,18069,1608,1,1,2.95,2.95
541262,20110116,18069,1638,1,1,2.95,2.95
541262,20110116,18069,2484,1,1,2.1,2.1
541262,20110116,18069,2640,1,1,2.1,2.1
541262,20110116,18069,103,1,1,1.65,1.65
541262,20110116,18069,101,1,2,1.65,3.3
541262,20110116,18069,1186,1,2,1.65,3.3
541262,20110116,18069,2498,1,4,1.65,6.6
541262,20110116,18069,3350,1,1,2.95,2.95
541262,20110116,18069,684,1,1,2.95,2.95
541262,20110116,18069,438,1,2,1.25,2.5
541262,20110116,18069,1546,1,2,2.95,5.9
541262,20110116,18069,1262,1,4,1.65,6.6
541262,20110116,18069,1263,1,1,2.95,2.95
541262,20110116,18069,2622,1,2,1.65,3.3
541262,20110116,18069,3198,1,2,1.45,2.9
541262,20110116,18069,1532,1,2,8.5,17.0
541263,20110116,16843,1053,1,24,1.65,39.599999999999994
541263,20110116,16843,209,1,36,1.25,45.0
541263,20110116,16843,1356,1,12,3.75,45.0
541263,20110116,16843,1354,1,12,3.75,45.0
541263,20110116,16843,2375,1,24,1.49,35.76
541263,20110116,16843,1164,1,6,2.95,17.700000000000003
541263,20110116,16843,193,1,24,2.95,70.80000000000001
541263,20110116,16843,1732,1,12,3.75,45.0
541263,20110116,16843,1733,1,24,1.45,34.8
541263,20110116,16843,1501,1,6,4.95,29.700000000000003
541263,20110116,16843,1503,1,8,3.95,31.6
541263,20110116,16843,1736,1,24,2.1,50.400000000000006
541263,20110116,16843,1502,1,6,4.95,29.700000000000003
541263,20110116,16843,1504,1,4,3.95,15.8
541263,20110116,16843,355,1,120,0.42,50.4
541263,20110116,16843,2632,1,120,0.42,50.4
541263,20110116,16843,1447,1,6,2.95,17.700000000000003
541263,20110116,16843,1446,1,6,2.95,17.700000000000003
541263,20110116,16843,1741,1,60,1.45,87.0
541264,20110116,17064,1298,1,2,3.75,7.5
541264,20110116,17064,292,1,2,6.75,13.5
541264,20110116,17064,816,1,2,1.95,3.9
541264,20110116,17064,3406,1,6,1.65,9.899999999999999
541264,20110116,17064,920,1,5,2.95,14.75
541264,20110116,17064,1082,1,1,2.95,2.95
541264,20110116,17064,1081,1,1,2.95,2.95
541264,20110116,17064,1084,1,1,2.95,2.95
541264,20110116,17064,1083,1,1,2.95,2.95
541264,20110116,17064,974,1,3,1.95,5.85
