InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,Date,Month,Year,Hour
559701,85123A,WHITE HANGING HEART T-LIGHT HOLDER,512,2011-07-12 09:10:00,2.55,16013,United Kingdom,1305.6,2011-07-12,2011-07,2011,9
559941,22423,REGENCY CAKESTAND 3 TIER,112,2011-07-14 10:20:00,10.95,17396,United Kingdom,1226.3999999999999,2011-07-14,2011-07,2011,10
560734,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,360,2011-07-20 14:58:00,2.75,15298,United Kingdom,990.0,2011-07-20,2011-07,2011,14
560887,23300,GARDENERS KNEELING PAD CUP OF TEA ,720,2011-07-21 16:28:00,1.45,16041,United Kingdom,1044.0,2011-07-21,2011-07,2011,16
561397,79321,CHILLI LIGHTS,480,2011-07-27 10:41:00,4.65,16532,United Kingdom,2232.0,2011-07-27,2011-07,2011,10
561633,22423,REGENCY CAKESTAND 3 TIER,192,2011-07-28 14:33:00,10.95,17949,United Kingdom,2102.3999999999996,2011-07-28,2011-07,2011,14
561633,23174,REGENCY SUGAR BOWL GREEN,384,2011-07-28 14:33:00,3.75,17949,United Kingdom,1440.0,2011-07-28,2011-07,2011,14
561633,23175,REGENCY MILK JUG PINK ,384,2011-07-28 14:33:00,2.75,17949,United Kingdom,1056.0,2011-07-28,2011-07,2011,14
561633,23173,REGENCY TEAPOT ROSES ,384,2011-07-28 14:33:00,8.15,17949,United Kingdom,3129.6000000000004,2011-07-28,2011-07,2011,14
561655,23134,LARGE ZINC HEART WALL ORGANISER,256,2011-07-28 16:00:00,5.88,18102,United Kingdom,1505.28,2011-07-28,2011-07,2011,16
561655,82484,WOOD BLACK BOARD ANT WHITE FINISH,204,2011-07-28 16:00:00,4.8,18102,United Kingdom,979.1999999999999,2011-07-28,2011-07,2011,16
561655,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,204,2011-07-28 16:00:00,5.88,18102,United Kingdom,1199.52,2011-07-28,2011-07,2011,16
561655,23135,SMALL ZINC HEART WALL ORGANISER,300,2011-07-28 16:00:00,3.32,18102,United Kingdom,996.0,2011-07-28,2011-07,2011,16
561659,21733,RED HANGING HEART T-LIGHT HOLDER,352,2011-07-28 16:11:00,3.24,17450,United Kingdom,1140.48,2011-07-28,2011-07,2011,16
561659,85123A,WHITE HANGING HEART T-LIGHT HOLDER,480,2011-07-28 16:11:00,3.24,17450,United Kingdom,1555.2,2011-07-28,2011-07,2011,16
561901,22667,RECIPE BOX RETROSPOT ,408,2011-07-31 15:42:00,2.55,14156,EIRE,1040.3999999999999,2011-07-31,2011-07,2011,15
561901,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,320,2011-07-31 15:42:00,2.95,14156,EIRE,944.0,2011-07-31,2011-07,2011,15
561901,21843,RED RETROSPOT CAKE STAND,216,2011-07-31 15:42:00,10.95,14156,EIRE,2365.2,2011-07-31,2011-07,2011,15
561901,22666,RECIPE BOX PANTRY YELLOW DESIGN,408,2011-07-31 15:42:00,2.95,14156,EIRE,1203.6000000000001,2011-07-31,2011-07,2011,15
561901,23131,MISELTOE HEART WREATH CREAM,240,2011-07-31 15:42:00,4.15,14156,EIRE,996.0000000000001,2011-07-31,2011-07,2011,15
562040,62018,SOMBRERO ,1000,2011-08-02 10:00:00,1.25,17553,United Kingdom,1250.0,2011-08-02,2011-08,2011,10
562439,22191,IVORY DINER WALL CLOCK,348,2011-08-04 18:06:00,7.65,12931,United Kingdom,2662.2000000000003,2011-08-04,2011-08,2011,18
562439,23215,JINGLE BELL HEART ANTIQUE SILVER,576,2011-08-04 18:06:00,1.79,12931,United Kingdom,1031.04,2011-08-04,2011-08,2011,18
562439,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,360,2011-08-04 18:06:00,3.39,12931,United Kingdom,1220.4,2011-08-04,2011-08,2011,18
562439,22197,POPCORN HOLDER,1900,2011-08-04 18:06:00,0.72,12931,United Kingdom,1368.0,2011-08-04,2011-08,2011,18
562439,84879,ASSORTED COLOUR BIRD ORNAMENT,2880,2011-08-04 18:06:00,1.45,12931,United Kingdom,4176.0,2011-08-04,2011-08,2011,18
562789,23240,SET OF 4 KNICK KNACK TINS DOILEY ,240,2011-08-09 13:50:00,3.75,14646,Netherlands,900.0,2011-08-09,2011-08,2011,13
562946,M,Manual,1,2011-08-11 09:38:00,2500.0,15581,United Kingdom,2500.0,2011-08-11,2011-08,2011,9
563074,84879,ASSORTED COLOUR BIRD ORNAMENT,968,2011-08-11 15:58:00,1.45,12931,United Kingdom,1403.6,2011-08-11,2011-08,2011,15
563563,20969,RED FLORAL FELTCRAFT SHOULDER BAG,288,2011-08-17 14:03:00,3.39,16029,United Kingdom,976.32,2011-08-17,2011-08,2011,14
563563,22569,FELTCRAFT CUSHION BUTTERFLY,240,2011-08-17 14:03:00,3.75,16029,United Kingdom,900.0,2011-08-17,2011-08,2011,14
563563,22273,FELTCRAFT DOLL MOLLY,480,2011-08-17 14:03:00,2.55,16029,United Kingdom,1224.0,2011-08-17,2011-08,2011,14
563590,22989,SET 2 PANTRY DESIGN TEA TOWELS,360,2011-08-17 20:02:00,3.28,17450,United Kingdom,1180.8,2011-08-17,2011-08,2011,20
563590,22728,ALARM CLOCK BAKELIKE PINK,222,2011-08-17 20:02:00,4.08,17450,United Kingdom,905.76,2011-08-17,2011-08,2011,20
563590,22730,ALARM CLOCK BAKELIKE IVORY,250,2011-08-17 20:02:00,4.08,17450,United Kingdom,1020.0,2011-08-17,2011-08,2011,20
563590,22969,HOMEMADE JAM SCENTED CANDLES,696,2011-08-17 20:02:00,1.7,17450,United Kingdom,1183.2,2011-08-17,2011-08,2011,20
563590,22960,JAM MAKING SET WITH JARS,230,2011-08-17 20:02:00,4.6,17450,United Kingdom,1058.0,2011-08-17,2011-08,2011,20
563590,22722,SET OF 6 SPICE TINS PANTRY DESIGN,210,2011-08-17 20:02:00,4.25,17450,United Kingdom,892.5,2011-08-17,2011-08,2011,20
563590,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,352,2011-08-17 20:02:00,5.15,17450,United Kingdom,1812.8000000000002,2011-08-17,2011-08,2011,20
563614,22940,FELTCRAFT CHRISTMAS FAIRY,336,2011-08-18 08:51:00,3.75,12415,Australia,1260.0,2011-08-18,2011-08,2011,8
563614,23314,VINTAGE CHRISTMAS TABLECLOTH,100,2011-08-18 08:51:00,10.39,12415,Australia,1039.0,2011-08-18,2011-08,2011,8
564046,85123A,WHITE HANGING HEART T-LIGHT HOLDER,400,2011-08-22 12:59:00,2.55,16013,United Kingdom,1019.9999999999999,2011-08-22,2011-08,2011,12
564054,22727,ALARM CLOCK BAKELIKE RED ,400,2011-08-22 13:55:00,3.39,17857,United Kingdom,1356.0,2011-08-22,2011-08,2011,13
564054,22728,ALARM CLOCK BAKELIKE PINK,400,2011-08-22 13:55:00,3.39,17857,United Kingdom,1356.0,2011-08-22,2011-08,2011,13
564312,22835,HOT WATER BOTTLE I AM SO POORLY,312,2011-08-24 12:52:00,4.25,15769,United Kingdom,1326.0,2011-08-24,2011-08,2011,12
564652,23084,RABBIT NIGHT LIGHT,480,2011-08-26 14:20:00,2.08,14646,Netherlands,998.4000000000001,2011-08-26,2011-08,2011,14
565228,21915,RED  HARMONICA IN BOX ,840,2011-09-02 09:09:00,1.06,16333,United Kingdom,890.4000000000001,2011-09-02,2011-09,2011,9
565291,82484,WOOD BLACK BOARD ANT WHITE FINISH,300,2011-09-02 11:53:00,4.8,18102,United Kingdom,1440.0,2011-09-02,2011-09,2011,11
565291,23135,SMALL ZINC HEART WALL ORGANISER,408,2011-09-02 11:53:00,3.32,18102,United Kingdom,1354.56,2011-09-02,2011-09,2011,11
565580,22865,HAND WARMER OWL DESIGN,480,2011-09-05 12:36:00,1.85,13851,United Kingdom,888.0,2011-09-05,2011-09,2011,12
566927,M,Manual,1,2011-09-15 15:20:00,2033.1,17846,United Kingdom,2033.1,2011-09-15,2011-09,2011,15
566931,22689,DOORMAT MERRY CHRISTMAS RED ,200,2011-09-15 15:27:00,4.58,18102,United Kingdom,916.0,2011-09-15,2011-09,2011,15
566931,22688,DOORMAT PEACE ON EARTH BLUE,600,2011-09-15 15:27:00,4.58,18102,United Kingdom,2748.0,2011-09-15,2011-09,2011,15
566931,22687,DOORMAT CHRISTMAS VILLAGE,450,2011-09-15 15:27:00,4.58,18102,United Kingdom,2061.0,2011-09-15,2011-09,2011,15
566934,48194,DOORMAT HEARTS,500,2011-09-15 15:34:00,4.58,18102,United Kingdom,2290.0,2011-09-15,2011-09,2011,15
566934,48187,DOORMAT NEW ENGLAND,500,2011-09-15 15:34:00,4.58,18102,United Kingdom,2290.0,2011-09-15,2011-09,2011,15
566934,48185,DOORMAT FAIRY CAKE,500,2011-09-15 15:34:00,4.58,18102,United Kingdom,2290.0,2011-09-15,2011-09,2011,15
566934,48184,DOORMAT ENGLISH ROSE ,350,2011-09-15 15:34:00,4.58,18102,United Kingdom,1603.0,2011-09-15,2011-09,2011,15
566934,48138,DOORMAT UNION FLAG,500,2011-09-15 15:34:00,4.58,18102,United Kingdom,2290.0,2011-09-15,2011-09,2011,15
566934,48129,DOORMAT TOPIARY,300,2011-09-15 15:34:00,4.58,18102,United Kingdom,1374.0,2011-09-15,2011-09,2011,15
566935,48116,DOORMAT MULTICOLOUR STRIPE,400,2011-09-15 15:35:00,4.58,18102,United Kingdom,1832.0,2011-09-15,2011-09,2011,15
566935,48111,DOORMAT 3 SMILEY CATS,500,2011-09-15 15:35:00,4.58,18102,United Kingdom,2290.0,2011-09-15,2011-09,2011,15
566935,22692,DOORMAT WELCOME TO OUR HOME,300,2011-09-15 15:35:00,4.58,18102,United Kingdom,1374.0,2011-09-15,2011-09,2011,15
566935,22690,DOORMAT HOME SWEET HOME BLUE ,200,2011-09-15 15:35:00,4.58,18102,United Kingdom,916.0,2011-09-15,2011-09,2011,15
566936,22365,DOORMAT RESPECTABLE HOUSE,200,2011-09-15 15:35:00,4.58,18102,United Kingdom,916.0,2011-09-15,2011-09,2011,15
566936,21523,DOORMAT FANCY FONT HOME SWEET HOME,200,2011-09-15 15:35:00,4.58,18102,United Kingdom,916.0,2011-09-15,2011-09,2011,15
567309,21787,RAIN PONCHO RETROSPOT,1788,2011-09-19 13:39:00,0.85,12901,United Kingdom,1519.8,2011-09-19,2011-09,2011,13
567377,23113,PANTRY CHOPPING BOARD,186,2011-09-20 09:55:00,5.15,17450,United Kingdom,957.9000000000001,2011-09-20,2011-09,2011,9
567381,21876,POTTERING MUG,624,2011-09-20 10:12:00,1.48,17450,United Kingdom,923.52,2011-09-20,2011-09,2011,10
567381,21873,IF YOU CAN'T STAND THE HEAT MUG,624,2011-09-20 10:12:00,1.48,17450,United Kingdom,923.52,2011-09-20,2011-09,2011,10
567381,21874,GIN AND TONIC MUG,744,2011-09-20 10:12:00,1.48,17450,United Kingdom,1101.12,2011-09-20,2011-09,2011,10
567381,21877,HOME SWEET HOME MUG,624,2011-09-20 10:12:00,1.48,17450,United Kingdom,923.52,2011-09-20,2011-09,2011,10
567381,23108,SET OF 10 LED DOLLY LIGHTS,416,2011-09-20 10:12:00,6.5,17450,United Kingdom,2704.0,2011-09-20,2011-09,2011,10
567381,22766,PHOTO FRAME CORNICE,416,2011-09-20 10:12:00,3.2,17450,United Kingdom,1331.2,2011-09-20,2011-09,2011,10
567381,21485,RETROSPOT HEART HOT WATER BOTTLE,496,2011-09-20 10:12:00,5.1,17450,United Kingdom,2529.6,2011-09-20,2011-09,2011,10
567381,22508,DOORSTOP RETROSPOT HEART,744,2011-09-20 10:12:00,4.08,17450,United Kingdom,3035.52,2011-09-20,2011-09,2011,10
567381,22111,SCOTTIE DOG HOT WATER BOTTLE,496,2011-09-20 10:12:00,5.1,17450,United Kingdom,2529.6,2011-09-20,2011-09,2011,10
567381,22138,BAKING SET 9 PIECE RETROSPOT ,416,2011-09-20 10:12:00,5.1,17450,United Kingdom,2121.6,2011-09-20,2011-09,2011,10
567381,22507,MEMO BOARD RETROSPOT  DESIGN,416,2011-09-20 10:12:00,5.1,17450,United Kingdom,2121.6,2011-09-20,2011-09,2011,10
567381,22637,PIGGY BANK RETROSPOT ,744,2011-09-20 10:12:00,2.5,17450,United Kingdom,1860.0,2011-09-20,2011-09,2011,10
567384,22470,HEART OF WICKER LARGE,396,2011-09-20 10:23:00,3.2,17450,United Kingdom,1267.2,2011-09-20,2011-09,2011,10
567423,23286,BLUE VINTAGE SPOT BEAKER,1878,2011-09-20 11:05:00,1.08,17450,United Kingdom,2028.2400000000002,2011-09-20,2011-09,2011,11
567423,23288,GREEN VINTAGE SPOT BEAKER,1944,2011-09-20 11:05:00,1.08,17450,United Kingdom,2099.52,2011-09-20,2011-09,2011,11
567423,23285,PINK VINTAGE SPOT BEAKER,1944,2011-09-20 11:05:00,1.08,17450,United Kingdom,2099.52,2011-09-20,2011-09,2011,11
567423,23113,PANTRY CHOPPING BOARD,756,2011-09-20 11:05:00,5.06,17450,United Kingdom,3825.3599999999997,2011-09-20,2011-09,2011,11
567423,22979,PANTRY WASHING UP BRUSH,666,2011-09-20 11:05:00,1.7,17450,United Kingdom,1132.2,2011-09-20,2011-09,2011,11
567423,22978,PANTRY ROLLING PIN,708,2011-09-20 11:05:00,4.18,17450,United Kingdom,2959.4399999999996,2011-09-20,2011-09,2011,11
567423,22969,HOMEMADE JAM SCENTED CANDLES,1428,2011-09-20 11:05:00,1.7,17450,United Kingdom,2427.6,2011-09-20,2011-09,2011,11
567423,22722,SET OF 6 SPICE TINS PANTRY DESIGN,852,2011-09-20 11:05:00,4.25,17450,United Kingdom,3621.0,2011-09-20,2011-09,2011,11
567423,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,612,2011-09-20 11:05:00,5.18,17450,United Kingdom,3170.16,2011-09-20,2011-09,2011,11
567423,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,1412,2011-09-20 11:05:00,5.06,17450,United Kingdom,7144.719999999999,2011-09-20,2011-09,2011,11
567453,22114,HOT WATER BOTTLE TEA AND SYMPATHY,288,2011-09-20 12:05:00,5.1,17450,United Kingdom,1468.8,2011-09-20,2011-09,2011,12
567458,82583,HOT BATHS METAL SIGN,528,2011-09-20 12:21:00,2.39,17450,United Kingdom,1261.92,2011-09-20,2011-09,2011,12
567458,82600,NO SINGING METAL SIGN,384,2011-09-20 12:21:00,2.41,17450,United Kingdom,925.44,2011-09-20,2011-09,2011,12
567480,22117,METAL SIGN HER DINNER IS SERVED ,500,2011-09-20 13:38:00,3.2,17450,United Kingdom,1600.0,2011-09-20,2011-09,2011,13
567480,22666,RECIPE BOX PANTRY YELLOW DESIGN,500,2011-09-20 13:38:00,3.2,17450,United Kingdom,1600.0,2011-09-20,2011-09,2011,13
568717,23284,DOORMAT KEEP CALM AND COME IN,500,2011-09-28 16:17:00,4.58,18102,United Kingdom,2290.0,2011-09-28,2011-09,2011,16
569084,22941,CHRISTMAS LIGHTS 10 REINDEER,384,2011-09-30 11:56:00,6.5,17949,United Kingdom,2496.0,2011-09-30,2011-09,2011,11
569085,21098,CHRISTMAS TOILET ROLL,1200,2011-09-30 11:57:00,1.06,17949,United Kingdom,1272.0,2011-09-30,2011-09,2011,11
569343,23543,KEEP CALM WALL ART ,180,2011-10-03 14:34:00,7.45,18102,United Kingdom,1341.0,2011-10-03,2011-10,2011,14
569343,23541,WALL ART CLASSIC PUDDINGS ,120,2011-10-03 14:34:00,7.45,18102,United Kingdom,894.0,2011-10-03,2011-10,2011,14
569382,M,Manual,1,2011-10-03 16:44:00,3155.95,15502,United Kingdom,3155.95,2011-10-03,2011-10,2011,16
569385,23284,DOORMAT KEEP CALM AND COME IN,200,2011-10-03 16:48:00,7.08,14031,United Kingdom,1416.0,2011-10-03,2011-10,2011,16
569388,23284,DOORMAT KEEP CALM AND COME IN,200,2011-10-03 16:50:00,7.08,14031,United Kingdom,1416.0,2011-10-03,2011-10,2011,16
569492,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,612,2011-10-04 13:30:00,2.55,16333,United Kingdom,1560.6,2011-10-04,2011-10,2011,13
569492,21915,RED  HARMONICA IN BOX ,1540,2011-10-04 13:30:00,1.06,16333,United Kingdom,1632.4,2011-10-04,2011-10,2011,13
569570,23284,DOORMAT KEEP CALM AND COME IN,150,2011-10-05 10:06:00,7.08,16684,United Kingdom,1062.0,2011-10-05,2011-10,2011,10
569570,23355,HOT WATER BOTTLE KEEP CALM,240,2011-10-05 10:06:00,4.15,16684,United Kingdom,996.0000000000001,2011-10-05,2011-10,2011,10
569570,15056BL,EDWARDIAN PARASOL BLACK,180,2011-10-05 10:06:00,4.95,16684,United Kingdom,891.0,2011-10-05,2011-10,2011,10
569570,23245,SET OF 3 REGENCY CAKE TINS,240,2011-10-05 10:06:00,4.15,16684,United Kingdom,996.0000000000001,2011-10-05,2011-10,2011,10
569570,22423,REGENCY CAKESTAND 3 TIER,120,2011-10-05 10:06:00,10.95,16684,United Kingdom,1314.0,2011-10-05,2011-10,2011,10
569650,23526,DOG LICENCE WALL ART,180,2011-10-05 12:44:00,5.35,12415,Australia,962.9999999999999,2011-10-05,2011-10,2011,12
569650,23534,STOP FOR TEA WALL ART,180,2011-10-05 12:44:00,5.35,12415,Australia,962.9999999999999,2011-10-05,2011-10,2011,12
569650,23535,BICYCLE SAFTEY WALL ART,180,2011-10-05 12:44:00,5.35,12415,Australia,962.9999999999999,2011-10-05,2011-10,2011,12
569650,23536,VILLAGE SHOW WALL ART,180,2011-10-05 12:44:00,5.35,12415,Australia,962.9999999999999,2011-10-05,2011-10,2011,12
569815,22759,SET OF 3 NOTEBOOKS IN PARCEL,672,2011-10-06 11:53:00,1.45,15838,United Kingdom,974.4,2011-10-06,2011-10,2011,11
569815,22386,JUMBO BAG PINK POLKADOT,700,2011-10-06 11:53:00,1.79,15838,United Kingdom,1253.0,2011-10-06,2011-10,2011,11
569815,22379,RECYCLING BAG RETROSPOT ,700,2011-10-06 11:53:00,1.85,15838,United Kingdom,1295.0,2011-10-06,2011-10,2011,11
569815,22381,TOY TIDY PINK POLKADOT,500,2011-10-06 11:53:00,1.85,15838,United Kingdom,925.0,2011-10-06,2011-10,2011,11
569815,85099B,JUMBO BAG RED RETROSPOT,1000,2011-10-06 11:53:00,1.79,15838,United Kingdom,1790.0,2011-10-06,2011-10,2011,11
569815,85099F,JUMBO BAG STRAWBERRY,600,2011-10-06 11:53:00,1.79,15838,United Kingdom,1074.0,2011-10-06,2011-10,2011,11
570094,20971,PINK BLUE FELT CRAFT TRINKET BOX,1296,2011-10-07 11:56:00,1.06,16029,United Kingdom,1373.76,2011-10-07,2011-10,2011,11
570094,22273,FELTCRAFT DOLL MOLLY,720,2011-10-07 11:56:00,2.55,16029,United Kingdom,1835.9999999999998,2011-10-07,2011-10,2011,11
570097,22149,FELTCRAFT 6 FLOWER FRIENDS,600,2011-10-07 12:05:00,1.85,16029,United Kingdom,1110.0,2011-10-07,2011-10,2011,12
570097,22147,FELTCRAFT BUTTERFLY HEARTS,840,2011-10-07 12:05:00,1.25,16029,United Kingdom,1050.0,2011-10-07,2011-10,2011,12
570097,20971,PINK BLUE FELT CRAFT TRINKET BOX,1296,2011-10-07 12:05:00,1.06,16029,United Kingdom,1373.76,2011-10-07,2011-10,2011,12
570097,22273,FELTCRAFT DOLL MOLLY,720,2011-10-07 12:05:00,2.3,16029,United Kingdom,1655.9999999999998,2011-10-07,2011-10,2011,12
570253,23046,PAPER LANTERN 9 POINT DELUXE STAR,240,2011-10-10 09:18:00,5.75,14156,EIRE,1380.0,2011-10-10,2011-10,2011,9
570557,22149,FELTCRAFT 6 FLOWER FRIENDS,600,2011-10-11 11:15:00,1.85,16029,United Kingdom,1110.0,2011-10-11,2011-10,2011,11
570557,20971,PINK BLUE FELT CRAFT TRINKET BOX,1296,2011-10-11 11:15:00,1.06,16029,United Kingdom,1373.76,2011-10-11,2011-10,2011,11
570557,22147,FELTCRAFT BUTTERFLY HEARTS,840,2011-10-11 11:15:00,1.25,16029,United Kingdom,1050.0,2011-10-11,2011-10,2011,11
570557,22273,FELTCRAFT DOLL MOLLY,720,2011-10-11 11:15:00,2.55,16029,United Kingdom,1835.9999999999998,2011-10-11,2011-10,2011,11
571751,M,Manual,1,2011-10-19 11:18:00,3949.32,12744,Singapore,3949.32,2011-10-19,2011-10,2011,11
571751,M,Manual,1,2011-10-19 11:18:00,2118.74,12744,Singapore,2118.74,2011-10-19,2011-10,2011,11
572052,22595,GINGHAM HEART DECORATION,1728,2011-10-20 12:26:00,0.72,14646,Netherlands,1244.1599999999999,2011-10-20,2011-10,2011,12
572209,23556,LANDMARK FRAME COVENT GARDEN ,300,2011-10-21 12:08:00,10.95,18102,United Kingdom,3285.0,2011-10-21,2011-10,2011,12
572209,23554,LANDMARK FRAME OXFORD STREET,300,2011-10-21 12:08:00,10.95,18102,United Kingdom,3285.0,2011-10-21,2011-10,2011,12
572209,23555,LANDMARK FRAME NOTTING HILL ,300,2011-10-21 12:08:00,10.95,18102,United Kingdom,3285.0,2011-10-21,2011-10,2011,12
572209,23558,LANDMARK FRAME LONDON BRIDGE ,300,2011-10-21 12:08:00,10.95,18102,United Kingdom,3285.0,2011-10-21,2011-10,2011,12
572209,23485,BOTANICAL GARDENS WALL CLOCK ,120,2011-10-21 12:08:00,20.8,18102,United Kingdom,2496.0,2011-10-21,2011-10,2011,12
572209,23553,LANDMARK FRAME CAMDEN TOWN ,300,2011-10-21 12:08:00,10.95,18102,United Kingdom,3285.0,2011-10-21,2011-10,2011,12
572209,23557,LANDMARK FRAME BAKER STREET ,300,2011-10-21 12:08:00,10.95,18102,United Kingdom,3285.0,2011-10-21,2011-10,2011,12
572324,23056,FLOWERS CHANDELIER T-LIGHT HOLDER,240,2011-10-24 09:52:00,5.39,14607,United Kingdom,1293.6,2011-10-24,2011-10,2011,9
572325,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,600,2011-10-24 09:54:00,1.74,14607,United Kingdom,1044.0,2011-10-24,2011-10,2011,9
572545,21181,PLEASE ONE PERSON METAL SIGN,456,2011-10-24 16:48:00,2.39,17450,United Kingdom,1089.8400000000001,2011-10-24,2011-10,2011,16
572696,22727,ALARM CLOCK BAKELIKE RED ,400,2011-10-25 14:23:00,3.39,17857,United Kingdom,1356.0,2011-10-25,2011-10,2011,14
572696,22728,ALARM CLOCK BAKELIKE PINK,400,2011-10-25 14:23:00,3.39,17857,United Kingdom,1356.0,2011-10-25,2011-10,2011,14
572765,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,384,2011-10-26 10:02:00,2.75,16013,United Kingdom,1056.0,2011-10-26,2011-10,2011,10
572765,79321,CHILLI LIGHTS,192,2011-10-26 10:02:00,4.95,16013,United Kingdom,950.4000000000001,2011-10-26,2011-10,2011,10
572869,23084,RABBIT NIGHT LIGHT,960,2011-10-26 13:21:00,1.79,12798,Japan,1718.4,2011-10-26,2011-10,2011,13
573003,23084,RABBIT NIGHT LIGHT,2400,2011-10-27 12:11:00,2.08,14646,Netherlands,4992.0,2011-10-27,2011-10,2011,12
573008,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,4800,2011-10-27 12:26:00,0.21,12901,United Kingdom,1008.0,2011-10-27,2011-10,2011,12
573077,M,Manual,1,2011-10-27 14:13:00,4161.06,12536,France,4161.06,2011-10-27,2011-10,2011,14
573080,M,Manual,1,2011-10-27 14:20:00,4161.06,12536,France,4161.06,2011-10-27,2011-10,2011,14
573153,23084,RABBIT NIGHT LIGHT,912,2011-10-28 07:39:00,1.79,12678,France,1632.48,2011-10-28,2011-10,2011,7
573261,22197,POPCORN HOLDER,1992,2011-10-28 12:32:00,0.72,17949,United Kingdom,1434.24,2011-10-28,2011-10,2011,12
573576,DOT,DOTCOM POSTAGE,1,2011-10-31 14:09:00,901.58,14096,United Kingdom,901.58,2011-10-31,2011-10,2011,14
573995,16014,SMALL CHINESE STYLE SCISSOR,3000,2011-11-02 11:24:00,0.32,16308,United Kingdom,960.0,2011-11-02,2011-11,2011,11
574092,23356,LOVE HOT WATER BOTTLE,264,2011-11-03 09:28:00,4.95,16684,United Kingdom,1306.8,2011-11-03,2011-11,2011,9
574271,23064,CINDERELLA CHANDELIER ,100,2011-11-03 14:32:00,10.0,14607,United Kingdom,1000.0,2011-11-03,2011-11,2011,14
574285,21733,RED HANGING HEART T-LIGHT HOLDER,416,2011-11-03 15:01:00,3.2,17450,United Kingdom,1331.2,2011-11-03,2011-11,2011,15
574293,85123A,WHITE HANGING HEART T-LIGHT HOLDER,992,2011-11-03 15:32:00,3.2,17450,United Kingdom,3174.4,2011-11-03,2011-11,2011,15
574293,22469,HEART OF WICKER SMALL,630,2011-11-03 15:32:00,1.93,17450,United Kingdom,1215.8999999999999,2011-11-03,2011-11,2011,15
574294,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1020,2011-11-03 15:47:00,2.55,16333,United Kingdom,2601.0,2011-11-03,2011-11,2011,15
574294,21891,TRADITIONAL WOODEN SKIPPING ROPE,720,2011-11-03 15:47:00,1.25,16333,United Kingdom,900.0,2011-11-03,2011-11,2011,15
574294,21915,RED  HARMONICA IN BOX ,2100,2011-11-03 15:47:00,1.06,16333,United Kingdom,2226.0,2011-11-03,2011-11,2011,15
574295,85066,CREAM SWEETHEART MINI CHEST,96,2011-11-03 15:47:00,10.95,17389,United Kingdom,1051.1999999999998,2011-11-03,2011-11,2011,15
574324,23355,HOT WATER BOTTLE KEEP CALM,360,2011-11-04 07:46:00,4.15,16684,United Kingdom,1494.0000000000002,2011-11-04,2011-11,2011,7
575213,21137,BLACK RECORD COVER FRAME,480,2011-11-09 10:47:00,3.39,16210,United Kingdom,1627.2,2011-11-09,2011-11,2011,10
575214,22617,BAKING SET SPACEBOY DESIGN,216,2011-11-09 10:48:00,4.25,16751,United Kingdom,918.0,2011-11-09,2011-11,2011,10
575335,84879,ASSORTED COLOUR BIRD ORNAMENT,1200,2011-11-09 13:56:00,1.45,12931,United Kingdom,1740.0,2011-11-09,2011-11,2011,13
575582,85099B,JUMBO BAG RED RETROSPOT,1000,2011-11-10 11:55:00,1.79,16986,United Kingdom,1790.0,2011-11-10,2011-11,2011,11
575607,DOT,DOTCOM POSTAGE,1,2011-11-10 12:37:00,908.16,14096,United Kingdom,908.16,2011-11-10,2011-11,2011,12
576090,85123A,WHITE HANGING HEART T-LIGHT HOLDER,320,2011-11-14 08:56:00,3.2,17450,United Kingdom,1024.0,2011-11-14,2011-11,2011,8
576339,DOT,DOTCOM POSTAGE,1,2011-11-14 15:27:00,1500.36,14096,United Kingdom,1500.36,2011-11-14,2011-11,2011,15
576374,84029E,RED WOOLLY HOTTIE WHITE HEART.,408,2011-11-15 08:50:00,3.39,13777,United Kingdom,1383.1200000000001,2011-11-15,2011-11,2011,8
576394,23084,RABBIT NIGHT LIGHT,960,2011-11-15 10:32:00,1.79,12415,Australia,1718.4,2011-11-15,2011-11,2011,10
577021,21479,WHITE SKULL HOT WATER BOTTLE ,300,2011-11-17 12:39:00,3.75,12931,United Kingdom,1125.0,2011-11-17,2011-11,2011,12
577822,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,600,2011-11-22 09:34:00,1.74,14607,United Kingdom,1044.0,2011-11-22,2011-11,2011,9
577852,79321,CHILLI LIGHTS,480,2011-11-22 11:08:00,4.65,16532,United Kingdom,2232.0,2011-11-22,2011-11,2011,11
578270,DOT,DOTCOM POSTAGE,1,2011-11-23 13:39:00,1270.06,14096,United Kingdom,1270.06,2011-11-23,2011-11,2011,13
578321,84997D,CHILDRENS CUTLERY POLKADOT PINK,360,2011-11-23 16:59:00,3.75,12557,Spain,1350.0,2011-11-23,2011-11,2011,16
